event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
SRB3733,"17 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Banat",Kovin,,Kovin,44.7475,20.9761,1,"N1TV Online - Serbia",National,"On 17 January 2025, citizens gathered in Kovin as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life.",0,"crowd size=no report",1737495320,4984,11342,15950,4984
SRB3734,"17 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Zlatibor,"Nova Varos",,"Nova Varos",43.4605,19.8113,1,"N1TV Online - Serbia",National,"On 17 January 2025, citizens protested in Nova Varos to show their support for students who have been occupying their faculties nationwide, demanding accountability for the loss of 15 lives following the collapse of a concrete canopy at the train station in Novi Sad, ultimately blaming corruption for this tragic event",0,"crowd size=no report",1737495320,2316,5525,7813,2316
SRB3735,"17 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Toplica,Prokuplje,,Prokuplje,43.2383,21.5932,1,FoNet,National,"On 17 January 2025, citizens gathered in Prokuplje as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life.",0,"crowd size=no report",1737495320,5047,15963,32437,5047
SRB3736,"17 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Srem,"Sremska Mitrovica",,"Sremska Mitrovica",44.9764,19.6122,1,BETA,National,"On 17 January 2025, citizens gathered in Sremska Mitrovica as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life.",0,"crowd size=no report",1737495320,4793,15122,45891,4793
SRB3737,"17 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Pcinja,Surdulica,,Surdulica,42.6905,22.1708,1,"N1TV Online - Serbia",National,"On 17 January 2025, citizens protested in Surdulica to show their support for students who have been occupying their faculties nationwide, demanding accountability for the loss of 15 lives following the collapse of a concrete canopy at the train station in Novi Sad, ultimately blaming corruption for this tragic event.",0,"crowd size=no report",1737495320,3929,9040,14900,3929
SRB3738,"17 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Nisava,Svrljig,,Svrljig,43.4133,22.1211,1,"Juzne Vesti",Subnational,"On 17 January 2025, citizens gathered in Svrljig as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life. Citizens additionally protested an incident where a student was seriously injured after being struck by a car during the 'Serbia, Stop' gathering in front of the Electrotechnical Faculty in Belgrade.",0,"crowd size=no report",1737495320,5811,7684,10702,5811
SRB3739,"17 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Zlatibor,Uzice,,Uzice,43.8582,19.8441,1,BETA,National,"On 17 January 2025, citizens gathered in Uzice as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life.",0,"crowd size=no report",1737495320,6850,22818,39695,6850
SRB3740,"17 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Pcinja,Vranje,,Vranje,42.556,21.9002,1,"N1TV Online - Serbia",National,"On 17 January 2025, around 20 citizens protested in Vranje to show their support for students who have been occupying their faculties nationwide, demanding accountability for the loss of 15 lives following the collapse of a concrete canopy at the train station in Novi Sad, ultimately blaming corruption for this tragic event. The protesters also observed 15 minutes of silence as part of the 'Serbia, Stop' campaign, with an aim to honor the 15 victims and voice their demands.",0,"crowd size=no report",1737495320,4702,23737,52631,4702
SRB3769,"17 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Moravica,Cacak,,Cacak,43.888,20.344,1,"N1TV Online - Serbia",National,"On 17 January 2025, citizens and students gathered in Cacak as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life.",0,"crowd size=no report",1738102180,8996,19979,75184,8996
SRB3690,"17 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,Palilula,,"Belgrade - Palilula",44.8103,20.4744,1,"FoNet; N1TV Online - Serbia",National,"On 17 January 2025, between 53.000 and 55.000 students and citizens (according to the Archive of Public Gatherings) gathered to protest in front of the national radio and television station (RTS) in Belgrade - Palilula. They were demanding accountability for the 15 victims who lost their lives when a concrete canopy collapsed at the Novi Sad train station. Their other demands include the publication of documents related to the reconstruction of the Novi Sad railway station, the release and dismissal of charges against those arrested during protests, criminal charges against individuals who attacked students during these protests, and a 20% increase in funding for state universities. The protesters additionally expressed their dissatisfaction with RTS's coverage of the protests, questioning the station's objectivity. An RTS reporter provided live coverage from the protest. Protesters also observed 15 minutes of silence as part of the 'Serbia, Stop' campaign, aiming to honor the 15 victims and voice their demands.",0,"crowd size=between 53.000 and 55.000",1738695399,27316,37246,76878,27316
SRB3687,"16 January 2025",2025,1,Demonstrations,Protests,"Protest with intervention","Protesters (Serbia)","Students (Serbia)",Protesters,"Private Security Forces (Serbia)",,"External/Other forces","Protesters-External/Other forces",,688,Europe,Serbia,Nisava,Nis-Medijana,,Nis,43.3234,21.9018,1,"Juzne Vesti",Subnational,"On 16 January 2025, students gathered in front of the University Clinical Center (UKC) in Nis to demand support from their professors for their demands. They allege that security personnel physically assaulted them while they were putting up posters at the entrance of the building, a claim denied by the management of the UKC. The students' demands include the publication of documents related to the reconstruction of the Novi Sad railway station, the immediate release and dismissal of charges against those arrested during protests, criminal charges against individuals who attacked students during these demonstrations, and a 20% increase in funding for state universities.",0,"crowd size=no report",1737495320,5189,35833,135365,5189
SRB3688,"16 January 2025",2025,1,Demonstrations,Protests,"Protest with intervention","Protesters (Serbia)","Students (Serbia)",Protesters,"Rioters (Serbia)",,Rioters,Rioters-Protesters,,688,Europe,Serbia,Belgrade,,,Belgrade,44.6916,20.4261,2,"Danas; FoNet; N1TV Online - Serbia",National-Regional,"On 16 January 2025, several thousands of students and citizens initially gathered in front of the Faculty of Law in Belgrade - Palilula, where they blocked the Boulevard in front of the faculty for 2 hours, and then proceeded to protest in front of the Supreme Public Prosecutor's Office in Belgrade - Savski Venac prompted by an incident earlier that day when a driver struck one of the students during their gathering in front of the Electrotechnical Faculty. The protesters then marched to the building of the Presidency of the Republic of Serbia in Belgrade - Stari Grad and continued their protest at that location. In two instance, car drivers attempted to go through the crowd near the Slavija Square, but nobody was injured.",0,"crowd size=several thousands",1737495320,1777,13861,33117,1777
SRB3689,"16 January 2025",2025,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Protesters (Serbia)","Students (Serbia)",Protesters,"Rioters (Serbia)",,Rioters,Rioters-Protesters,"Civilian targeting",688,Europe,Serbia,Belgrade,Palilula,,"Belgrade - Palilula",44.8103,20.4744,1,"FoNet; N1TV Online - Serbia",National,"On 16 January 2025, students gathered in front of the Electrotechnical Faculty in Belgrade - Palilula as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life. During the protest, a driver struck one of the students who was standing on a walkway. He drove with her on the roof of the car for a few moments after she slipped and fell onto the road. She was urgently admitted to the emergency room and hospitalized. She initially sustained life-threatening injuries, but her state was later stabilized.",0,"crowd size=no report",1737495320,27316,37246,76878,27316
SRB3706,"16 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,"Stari Grad",,"Belgrade - Stari Grad",44.823,20.4605,1,"N1TV Online - Serbia",National,"On 16 January 2025, students occupied the privately-owned Metropolitan University in Belgrade - Stari Grad, thus joining their peers in a widespread movement demanding the publication of documents related to the reconstruction of the Railway Station in Novi Sad. Their demands also include the release and dismissal of charges against those arrested during the protests, criminal charges against individuals who attacked students during the protests, and a 20% increase in funding for state universities.",0,"crowd size=no report",1737495320,9651,38334,101955,9651
SRB3707,"16 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Sumadija,Kragujevac,,Kragujevac,44.0109,20.909,1,"Danas; N1TV Online - Serbia",National-Regional,"On 16 January 2025, students and citizens blocked in protest for 15 minutes the Street Svetozara Markovica in Kragujevac as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life. Students additionally expressed their dissatisfaction regarding the pressures they are encountering from their faculty management, professors, and institutions that have been inviting them for 'informative interviews.'",0,"crowd size=no report",1737495320,13095,22794,115608,13095
SRB3708,"16 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Sumadija,Kragujevac,,Kragujevac,44.0109,20.909,1,"N1TV Online - Serbia; Pressek",Subnational-National,"On 16 January 2025, citizens and students gathered in Kragujevac to protest an incident where a fellow student was seriously injured after being struck by a car during the 'Serbia, Stop' gathering in front of the Electrotechnical Faculty in Belgrade.",0,"crowd size=no report",1737495320,13095,22794,115608,13095
SRB3710,"16 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Nisava,Nis-Medijana,,Nis,43.3234,21.9018,1,"Danas; N1TV Online - Serbia",National-Regional,"On 16 January 2025, several hundred of citizens and students gathered in Nis to protest an incident where a fellow student was seriously injured after being struck by a car during the 'Serbia, Stop' gathering in front of the Electrotechnical Faculty in Belgrade.",0,"crowd size=several hundred",1737495320,5189,35833,135365,5189
SRB3711,"16 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,1,"BETA; FoNet",National,"On 16 January 2025, students blocked the intersection near the Futoska market in Novi Sad to protest an incident where a fellow student was seriously injured after being struck by a car during the 'Serbia, Stop' gathering in front of the Electrotechnical Faculty in Belgrade. The students called for a general strike and earlier that day shouted 'Victory, victory' in front of the court to celebrate the Faculty of Law's management giving up on their plan to hold exams in January in the courthouse, as the faculty is currently occupied by students. Following this, the students marched in protest throughout the city, during which an older woman insulted and physically assaulted them.",0,"crowd size=no report",1737495320,9541,41595,169916,9541
SRB3712,"16 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,"Central Banat",Zrenjanin,,Zrenjanin,45.3818,20.3954,1,"N1TV Online - Serbia",National,"On 16 January 2025, university and high school students gathered in Zrenjanin to protest an incident where a fellow student was seriously injured after being struck by a car during the 'Serbia, Stop' gathering in front of the Electrotechnical Faculty in Belgrade.",0,"crowd size=no report",1737495320,3896,22019,71949,3896
SRB3742,"16 January 2025",2025,1,"Political violence",Riots,"Mob violence","Rioters (Serbia)",,Rioters,"Civilians (Serbia)","Teachers (Serbia)",Civilians,Rioters-Civilians,"Civilian targeting",688,Europe,Serbia,Moravica,Cacak,,Cacak,43.888,20.344,1,FoNet,National,"On 16 January 2025, several masked men entered the home of a gymnasium professor in Cacak and vandalized the property while threatening his wife and children. The professors at the school where he works released a statement expressing their belief that the attack was politically motivated, as he and his colleagues support the ongoing nationwide student occupations. In response to this violent incident, the teachers' council at the school decided to suspend classes entirely as a form of demonstration.",0,"crowd size=no report",1737495320,8996,19979,75184,19979
SRB3743,"16 January 2025",2025,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Serbia)",,"Political militia","Civilians (Serbia)","SNS: Serbian Progressive Party",Civilians,"Political militia-Civilians",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,1,"N1TV Online - Serbia",National,"Property destruction: On 16 January 2025, two persons wrote insulting messages and broke the window of the ruling SNS political party's premises on Strazilovska Street in Novi Sad. The suspects for this crime were arrested the following day.",0,,1737495320,9541,41595,169916,
SRB3709,"16 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Raska,Kraljevo,,Kraljevo,43.7259,20.6896,1,"BETA; N1TV Online - Serbia",National,"On 16 January 2025, citizens and students gathered in Kraljevo to protest an incident where a fellow student was seriously injured after being struck by a car during the 'Serbia, Stop' gathering in front of the Electrotechnical Faculty in Belgrade.",0,"crowd size=no report",1738712872,5532,21674,46623,5532
SRB3703,"15 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,Palilula,,"Belgrade - Palilula",44.8103,20.4744,1,"N1TV Online - Serbia",National,"On 15 January 2025, students gathered in front of the Faculty of Law in Belgrade - Palilula as part of the 'Serbia, Stop' campaign. This movement has been ongoing throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes in honor of the 15 victims of the Novi Sad tragedy and to demand accountability for their loss of life. The gathering began with the crowd applauding as a show of support for the students of the Faculty of Law who were attacked and injured during the night of January 13-14 by a mob of six people.",0,"crowd size=no report",1737495320,27316,37246,76878,27316
SRB3704,"15 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Sumadija,Kragujevac,,Kragujevac,44.0109,20.909,1,BETA,National,"On 15 January 2025, students gathered in Kragujevac as part of the 'Serbia, Stop' campaign. This movement has been ongoing throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes in honor of the 15 victims of the Novi Sad tragedy and to demand accountability for their loss of life.",0,"crowd size=no report",1737495320,13095,22794,115608,13095
SRB3705,"15 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Nisava,Nis-Medijana,,Nis,43.3234,21.9018,1,BETA,National,"On 15 January 2025, students gathered in Nis as part of the 'Serbia, Stop' campaign. This movement has been ongoing throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes in honor of the 15 victims of the Novi Sad tragedy and to demand accountability for their loss of life.",0,"crowd size=no report",1737495320,5189,35833,135365,5189
SRB3699,"14 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Sumadija,Kragujevac,,Kragujevac,44.0109,20.909,1,"FoNet; N1TV Online - Serbia",National,"On 14 January 2025, students and citizens gathered in Kragujevac as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life. Protesters also gathered to express concerns that some Faculty of Medical Sciences employees are targeting students by sharing personal data with tabloids to discredit them.",0,"crowd size=no report",1737495320,13095,22794,115608,13095
SRB3700,"14 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Nisava,Nis-Medijana,,Nis,43.3234,21.9018,1,"Juzne Vesti",Subnational,"On 14 January 2025, students gathered in front of the Faculty of Medicine in Nis, creating a loud protest to disrupt the management's plans to hold exams. They demanded that the faculty completely suspend all activities, similar to other faculties in Nis.",0,"crowd size=no report",1737495320,5189,35833,135365,5189
SRB3701,"14 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,1,"N1TV Online - Serbia",National,"On 14 January 2025, students occupied the Students Cultural Center (SKC) in Novi Sad, advocating for their demands, including the publication of documents related to the reconstruction of the Railway Station in Novi Sad, the release and dismissal of charges against those arrested during recent protests, and the filing of criminal charges against individuals who attacked students during these protests. The students also announced their intention to use this facility to organize cultural programs while occupying the faculty buildings.",0,"crowd size=no report",1737495320,9541,41595,169916,9541
SRB3702,"14 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Kolubara,Valjevo,,Valjevo,44.272,19.8874,1,"N1TV Online - Serbia",National,"On 14 January 2025, high school students and citizens gathered in Valjevo as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life.",0,"crowd size=no report",1737495320,5855,23076,66513,5855
SRB3721,"14 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","NPS: People's Movement of Serbia; Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,,,Belgrade,44.6916,20.4261,2,"FoNet; N1TV Online - Serbia",National,"On 14 January 2025, several thousands of students, citizens and a president of the NPS political party marched in protest to the Faculty of Law in Belgrade - Palilula where they gathered to show support for their colleagues who were attacked and injured the night before during the occupation of the faculty. On the same day, students and citizens gathered at various locations throughout Belgrade as part of the 'Serbia, Stop' campaign. This movement has been ongoing across the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes. This gesture honors the 15 victims of the Novi Sad tragedy and demands accountability for the loss of their lives.",0,"crowd size=several thousands",1737495320,1777,13861,33117,1777
SRB3696,"13 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,,,Belgrade,44.6916,20.4261,2,"N1TV Online - Serbia; Nova S",National,"On 13 January 2025, students and citizens gathered at various locations in Belgrade as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life.",0,"crowd size=no report",1737495320,1777,13861,33117,1777
SRB3697,"13 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Nisava,Nis-Medijana,,Nis,43.3234,21.9018,1,"N1TV Online - Serbia",National,"On 13 January 2025, students gathered in Nis to observe 15 minutes of silence just before midnight - coinciding with the celebration of Serbian Orthodox New Year's Eve. This event was part of the 'Serbia, Stop' campaign that has been ongoing across the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes. This gesture honors the 15 victims of the Novi Sad tragedy and demands accountability for the loss of their lives.",0,"crowd size=no report",1737495320,5189,35833,135365,5189
SRB3698,"13 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,1,"N1TV Online - Serbia",National,"On 13 January 2025, students gathered in Novi Sad to observe 15 minutes of silence just before midnight - coinciding with the celebration of Serbian Orthodox New Year's Eve. This event was part of the 'Serbia, Stop' campaign that has been ongoing across the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes. This gesture honors the 15 victims of the Novi Sad tragedy and demands accountability for the loss of their lives.",0,"crowd size=no report",1737495320,9541,41595,169916,9541
SRB3723,"13 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia); Teachers (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,"Stari Grad",,"Belgrade - Stari Grad",44.823,20.4605,1,"N1TV Online - Serbia",National,"On 13 January 2025, students, parents and teachers organized by their union protested in front of the Aviation Academy in Belgrade - Stari Grad against the replacement of the current director with a new one allegedly affiliated with the governing political party and has no prior experience in aviation. As a result of the situation, some members of the management and teachers have already resigned in protest, putting the school's operations at risk since they hold the necessary certifications to issue aviation licenses.",0,"crowd size=no report",1737495320,9651,38334,101955,9651
SRB3741,"13 January 2025",2025,2,"Political violence",Riots,"Mob violence","Rioters (Serbia)",,Rioters,"Civilians (Serbia)","Students (Serbia)",Civilians,Rioters-Civilians,"Civilian targeting",688,Europe,Serbia,Belgrade,Palilula,,"Belgrade - Palilula",44.8103,20.4744,1,"N1TV Online - Serbia",National,"Around 13 January 2025 (between 13 - 14 January), a group of six men attacked students who were occupying the Faculty of Law in Belgrade - Palilula. They hurled bottles at the students and physically assaulted them, resulting in injuries to seven students. The attackers identified themselves as supporters of the President of Serbia and the ruling political party. They also attempted to urinate on the Faculty building but were stopped by the students. So far, four individuals have been detained in connection with this incident.",0,"crowd size=6",1737495320,27316,37246,76878,37246
SRB3695,"12 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,Palilula,,"Belgrade - Palilula",44.8103,20.4744,1,"FoNet; N1TV Online - Serbia",National,"On 12 January 2025, 28000 students and citizens (according to the Archive of Public Gatherings) protested in front of the Constitutional Court in Belgrade - Palilula demanding accountability for 15 victims who lost their lives when the concrete canopy collapsed at the Novi Sad train station. Additionally, they called for the fulfilment of student demands as students occupied faculties across the country and expressed concern over the human rights violations faced by protesters and students in recent times. Students who are occupying their faculties demand the publication of documents related to the reconstruction of the Novi Sad railway station, the release and dismissal of charges against those arrested during protests, criminal charges against individuals who attacked students during these protests, and a 20% increase in funding for state universities. The protesters began by observing 15 minutes of silence as part of the 'Serbia, Stop' campaign, with an aim to honor the 15 victims and voice their demands. Some members of extreme-right organizations attended the gathering, holding flags with nationalist messages. However, students later publicly condemned their presence, stating that these views do not align with their values or goals. On the same day, university and high school students, along with citizens gathered in Belgrade - Zemun as part of the 'Serbia, Stop' campaign.",0,"crowd size=28000",1737495320,27316,37246,76878,27316
SRB3722,"12 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia); Teachers (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Nisava,Nis-Medijana,,Nis,43.3234,21.9018,1,"Juzne Vesti; N1TV Online - Serbia",Subnational-National,"On 12 January 2025, between 1.700 and 1.800 citizens, students, and education workers (according to the Archive of Public Gatherings) blocked in protest two crossroads in Nis, and then marched to the building of the University of Nis. They demanded accountability for the loss of 15 lives following the canopy collapse at the Novi Sad train station, ultimately blaming corruption for this tragic event. The protesters began their gathering by observing 15 minutes of silence as part of the 'Serbia, Stop' campaign, with an aim to honor the 15 victims and voice their demands.",0,"crowd size=between 1.700 and 1.800",1737495320,5189,35833,135365,5189
SRB3693,"11 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Sumadija,Kragujevac,,Kragujevac,44.0109,20.909,1,"N1TV Online - Serbia; RFE/RL",National-International,"On 11 January 2025, between 3.500 and 4.000 citizens, university and high school students (according to the Archive of Public Gatherings) gathered in Kragujevac as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life.",0,"crowd size=between 3.500 and 4.000",1737495320,13095,22794,115608,13095
SRB3694,"11 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,1,"Juzne Vesti; N1TV Online - Serbia",National,"On 11 January 2025, around 2000 citizens and students (according to the Archive of Public Gatherings) protested in front of the building of the Security Intelligence Agency (BIA) in Novi Sad under the slogan 'we came for a friendly chat' referring to the numerous 'friendly chats' that the protesters, students, and organizers had been invited to by this agency in recent period.",0,"crowd size=around 2000",1737495320,9541,41595,169916,9541
SRB3552,"10 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,,,Belgrade,44.6916,20.4261,2,"N1TV Online - Serbia; RFE/RL",National-International,"On 10 January 2025, multiple protest actions took place throughout Belgrade. Students initially gathered in front of the Electrotechnical Faculty in Belgrade - Vracar, observing 15 minutes of silence as part of the 'Serbia, Stop' campaign, and then sang the song 'Serbia' by poet Oskar Davico. They then marched towards the Palace of Justice in Belgrade - Savski Venac, where the trial of those accused of attacking students during a previous protest at the Faculty of Dramatic Arts (FDU) was set to begin. A crowd of between 7000 and 7200 students and citizens (according to the Archive of Public Gatherings) then blocked the Mostarska Petlja and Gazela Bridge in Belgrade - Savski Venac in protest, demanding accountability for the loss of 15 lives following the collapse of a concrete canopy at the train station in Novi Sad, ultimately blaming corruption for this tragic event.",0,"crowd size=between 7000 and 7200",1737435626,1777,13861,33117,1777
SRB3553,"10 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Moravica,Cacak,,Cacak,43.888,20.344,1,"Novi Magazin",National,"On 10 January 2025, several tens of high school students and citizens gathered in Cacak as part of the 'Serbia, Stop' campaign. This movement has been taking place throughout the country since November 22, encouraging participants to pause their activities and block roads for 15 minutes to honor the 15 victims of the Novi Sad tragedy and demand accountability for their loss of life.",0,"crowd size=several tens",1737435626,8996,19979,75184,8996
SRB3554,"10 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Moravica,"Gornji Milanovac",,"Gornji Milanovac",44.0245,20.4586,1,"N1TV Online - Serbia",National,"On 10 January 2025, more than 1000 citizens, university and high school students gathered in Gornji Milanovac to show their support for students who have been occupying their faculties nationwide, demanding accountability for the loss of 15 lives following the collapse of a concrete canopy at the train station in Novi Sad, ultimately blaming corruption for this tragic event. The protesters began by observing 15 minutes of silence as part of the 'Serbia, Stop' campaign, with an aim to honor the 15 victims and voice their demands.",0,"crowd size=more than 1000",1737435626,2625,17840,31303,2625
